"INDICATOR - Simple average of simple averages"
"ORIGIN - World"
"DUTY TYPE - Most favoured nation rate (MFN rate)"

,YEAR,"1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Myanmar","Machinery and transport equipment","..","..","..","..","..","..","..","..",2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,3.01,3.01,3.01,3.01,"..",2.85,2.85,2.77,2.77,"..",2.77,"..",".."
"Myanmar","Other manufactured goods","..","..","..","..","..","..","..","..",7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.38,7.38,7.38,7.38,"..",7.23,7.23,7.2,7.2,"..",7.2,"..",".."
"Namibia","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",8.529999999999999,7.41,"..",8.119999999999999,8.1,8.07,7.85,7.84,7.83,7.71,7.71,7.68,7.69,7.69,7.7,7.76,7.95
"Namibia","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",1.37,1.28,"..",1.25,1.21,1.21,1.28,1.28,1.28,0.82,0.8,0.82,0.82,0.82,0.82,0.82,0.82
"Namibia","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",9,7.82,"..",8.59,8.57,8.539999999999999,8.289999999999999,8.279999999999999,8.26,8.17,8.17,8.140000000000001,8.15,8.15,8.16,8.220000000000001,8.44
"Namibia","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..",2.69,2.64,"..",2.61,2.63,2.59,2.56,2.53,2.52,1.94,1.94,1.91,1.92,1.89,1.89,1.89,1.92
"Namibia","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..",3.18,3.12,"..",3.04,2.99,2.96,3,2.99,2.99,2.78,2.79,2.77,2.77,2.78,2.79,2.8,2.82
"Namibia","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",13.98,11.88,"..",13.31,13.29,13.26,12.87,12.86,12.84,12.99,12.98,13,13.02,13.03,13.04,13.16,13.52
"Nauru","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",10.98,11.29
"Nauru","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",10.08,10.08
"Nauru","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",11.04,11.37
"Nauru","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",13.28,14.77
"Nauru","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",11.63,11.63
"Nauru","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",9.869999999999999,9.869999999999999
"Nepal","Manufactured goods, ores and metals","..","..","..","..","..",18.18,"..","..","..","..",17.64,13.11,13.55,"..",13.89,13.99,14.07,14.08,12.59,12.64,15.5,12.39,12.31,12.26,12.12,12.22,12.27,12.27,12.03,".."
"Nepal","Ores and metals","..","..","..","..","..",7.39,"..","..","..","..",7.46,7.19,9.539999999999999,"..",10.16,10.21,10.51,10.52,10.14,10.15,32.94,10.12,10.07,9.98,9.890000000000001,9.630000000000001,9.859999999999999,9.859999999999999,9.720000000000001,".."
"Nepal","Manufactured goods","..","..","..","..","..",18.91,"..","..","..","..",18.3,13.5,13.81,"..",14.14,14.25,14.31,14.33,12.75,12.81,14.33,12.54,12.46,12.41,12.27,12.4,12.44,12.43,12.19,".."
"Nepal","Chemical products","..","..","..","..","..",9.300000000000001,"..","..","..","..",9.130000000000001,10.1,12.46,"..",12.59,12.62,12.87,12.82,11.75,11.74,11.74,11.6,11.38,11.23,11.23,11.28,11.28,11.28,10.8,".."
"Nepal","Machinery and transport equipment","..","..","..","..","..",18.02,"..","..","..","..",17.35,12.07,11.83,"..",11.93,11.97,11.43,11.43,10.29,10.41,10.4,9.6,9.51,9.529999999999999,8.970000000000001,9.52,9.51,9.539999999999999,9.19,".."
"Nepal","Other manufactured goods","..","..","..","..","..",22.98,"..","..","..","..",22.3,15.44,15.19,"..",15.69,15.86,16.11,16.16,14.2,14.27,17.07,14.19,14.16,14.13,14.11,14.1,14.18,14.16,14.06,".."
"Netherlands","Manufactured goods, ores and metals",5.81,5.8,8.140000000000001,6.73,6.83,6.78,6.73,6.29,5.39,5.5,4.92,4.51,4.35,4.4,4.56,4.33,4.08,4.07,4.06,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"Netherlands","Ores and metals",2.53,2.47,2.54,2.54,2.54,2.54,2.54,2.33,1.97,1.96,1.77,1.59,1.59,1.59,1.59,1.59,1.63,1.59,1.59,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"Netherlands","Manufactured goods",6.08,6.08,8.52,7.02,7.12,7.07,7.01,6.56,5.61,5.73,5.12,4.71,4.52,4.59,4.76,4.52,4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"Netherlands","Chemical products",7.54,7.53,7.64,7.64,7.79,7.63,7.63,7.49,5.88,6.52,5.57,5.24,4.85,5.59,5.34,5.33,5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"Netherlands","Machinery and transport equipment",4.92,4.91,5.01,5.01,5.06,5.12,5.02,4.55,3.55,3.54,2.83,2.34,2.28,2.28,2.27,2.27,2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"Netherlands","Other manufactured goods",6,5.99,10.33,7.62,7.73,7.67,7.62,7.04,6.41,6.38,5.94,5.53,5.37,5.19,5.58,5.15,4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"New Zealand","Manufactured goods, ores and metals","..","..","..","..",10.99,8.51,"..","..",6.06,5.33,4.39,3.67,2.85,3.81,3.9,4.26,4.32,3.8,3.66,3.35,2.45,2.3,2.56,2.22,2.31,2.31,2.3,2.31,2.31,2.32
"New Zealand","Ores and metals","..","..","..","..",2.4,2.36,"..","..",1.67,1.33,0.95,0.79,0.61,0.81,0.78,0.78,0.78,0.78,0.78,0.79,0.61,0.61,0.61,0.55,0.61,0.61,0.61,0.61,0.61,0.61
"New Zealand","Manufactured goods","..","..","..","..",11.58,8.93,"..","..",6.35,5.59,4.62,3.86,3,4,4.11,4.5,4.56,4.01,3.86,3.52,2.58,2.41,2.7,2.33,2.43,2.43,2.41,2.43,2.43,2.44
"New Zealand","Chemical products","..","..","..","..",4.09,3.87,"..","..",1.54,1.26,0.99,0.83,0.66,2.21,2.03,2.15,2.4,2.63,2.4,0.86,0.69,0.69,1.98,0.67,0.69,0.69,0.69,0.69,0.69,0.69
"New Zealand","Machinery and transport equipment","..","..","..","..",11.73,9.619999999999999,"..","..",6.62,5.8,4.88,4.08,3.08,3.82,3.85,3.85,3.85,3.86,3.86,3.93,2.86,2.83,2.83,2.63,2.85,2.85,2.81,2.85,2.85,2.87
"New Zealand","Other manufactured goods","..","..","..","..",14.44,10.6,"..","..",8.119999999999999,7.2,5.93,4.96,3.88,4.78,5.05,5.71,5.71,4.62,4.44,4.42,3.22,2.93,2.93,2.88,2.96,2.96,2.94,2.96,2.96,2.96
"Nicaragua","Manufactured goods, ores and metals","..","..","..","..","..","..","..",9.369999999999999,8.35,5.7,4.77,9.699999999999999,3.15,3.95,3.93,3.93,4.34,4.82,4.77,4.73,4.69,4.69,4.69,4.68,4.64,4.63,4.63,4.63,4.61,4.61
"Nicaragua","Ores and metals","..","..","..","..","..","..","..",5.81,5.79,1.22,1.21,6.21,0.86,0.87,0.85,0.79,1.01,1,1,1,1,1,1,1,0.99,1.01,0.99,0.99,0.99,0.99
"Nicaragua","Manufactured goods","..","..","..","..","..","..","..",9.609999999999999,8.529999999999999,6,5,9.93,3.3,4.15,4.13,4.14,4.57,5.08,5.02,4.98,4.93,4.93,4.93,4.93,4.89,4.87,4.87,4.87,4.86,4.85
"Nicaragua","Chemical products","..","..","..","..","..","..","..",5.79,5.64,1.36,1.35,6.27,0.93,1.12,1.11,1.23,1.37,1.42,1.41,1.52,1.51,1.53,1.53,1.5,1.47,1.47,1.46,1.46,1.45,1.46
"Nicaragua","Machinery and transport equipment","..","..","..","..","..","..","..",4.08,4.01,2.37,1.9,6.84,1.49,1.8,1.8,1.76,2.19,2.14,2.15,2.03,2.03,2.03,2.03,2.03,2,1.85,1.9,1.89,1.87,1.87
"Nicaragua","Other manufactured goods","..","..","..","..","..","..","..",13.4,11.53,9.369999999999999,7.78,12.69,5,6.34,6.31,6.31,6.84,7.78,7.67,7.65,7.56,7.56,7.56,7.56,7.54,7.58,7.56,7.56,7.55,7.53
"Niger","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",11.79,11.75,11.73,11.74,11.75,11.75,11.63,11.63,11.63,11.63,11.61,11.61,11.61,11.61,11.51,11.51,11.52
"Niger","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",7.49,7.51,7.25,7.36,7.36,7.36,7.21,7.18,7.21,7.21,7.19,7.19,7.19,7.19,7.17,7.17,7.17
"Niger","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",12.07,12.02,12.04,12.04,12.05,12.05,11.93,11.93,11.93,11.93,11.91,11.91,11.91,11.9,11.81,11.81,11.82
"Niger","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..",6.43,6.43,6.43,6.43,6.43,6.43,6.51,6.51,6.51,6.51,6.42,6.42,6.42,6.42,6.66,6.66,6.71
"Niger","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..",8.550000000000001,8.539999999999999,8.6,8.58,8.58,8.59,8.33,8.33,8.33,8.33,8.32,8.32,8.32,8.32,8.17,8.17,8.19
"Niger","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",15.8,15.71,15.72,15.73,15.75,15.75,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.66,15.49,15.49,15.48
"Nigeria","Manufactured goods, ores and metals",33.4,35.13,35.25,"..",34.25,"..","..",63.49,23.3,23.31,23.31,25.21,25.21,25.22,26.62,25.09,"..",11.39,11.47,"..",11.58,10.56,11.22,11.23,"..",11.21,11.48,11.4,11.49,".."
"Nigeria","Ores and metals",22.46,29.85,29.96,"..",23.12,"..","..",84.33,16.56,16.61,16.61,18.81,18.81,18.81,17.39,17.88,"..",6.86,6.88,"..",6.97,6.04,6.45,6.45,"..",6.45,6.88,7.04,7.04,".."
"Nigeria","Manufactured goods",34.14,35.48,35.61,"..",35,"..","..",62.09,23.73,23.75,23.75,25.63,25.63,25.64,27.21,25.56,"..",11.7,11.78,"..",11.9,10.86,11.54,11.55,"..",11.53,11.79,11.69,11.79,".."
"Nigeria","Chemical products",18.72,19.35,19.23,"..",22.74,"..","..",31.78,13.4,13.46,13.46,17.75,17.75,17.79,16.37,17.28,"..",6.94,6.96,"..",6.95,6.78,6.8,6.8,"..",6.8,6.73,6.53,6.52,".."
"Nigeria","Machinery and transport equipment",18.28,19.49,20.17,"..",20.17,"..","..",24,12.78,12.79,12.79,16.39,16.39,16.39,15.5,16.01,"..",5.95,5.98,"..",6,5.43,7.46,7.46,"..",7.41,7.96,8.09,8.51,".."
"Nigeria","Other manufactured goods",46.71,48.4,48.4,"..",45.94,"..","..",90.59999999999999,32.51,32.51,32.51,32.7,32.7,32.7,36.45,32.93,"..",16.1,16.15,"..",16.36,14.85,15.21,15.23,"..",15.22,15.48,15.37,15.37,".."
"Norway","Manufactured goods, ores and metals",6.12,"..","..","..","..",6.1,"..",5.78,5.53,4.3,3.94,2.9,2.8,3.15,2.14,1.13,1.1,1.04,1.03,0.99,0.93,0.84,0.97,0.95,0.94,0.88,0.88,0.87,0.87,0.86
"Norway","Ores and metals",0.46,"..","..","..","..",0.44,"..",0.44,0.41,0.31,0.29,0.27,0.27,0.27,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norway","Manufactured goods",6.52,"..","..","..","..",6.48,"..",6.14,5.86,4.55,4.17,3.07,2.96,3.34,2.28,1.2,1.17,1.11,1.1,1.06,1,0.9,1.03,1.02,1,0.94,0.94,0.93,0.92,0.92
"Norway","Chemical products",5.16,"..","..","..","..",5.19,"..",5.22,6.09,5.92,5.21,2.93,3.34,5.53,2.32,1.99,2.06,2.05,2.03,1.92,1.65,1.6,2.2,2.14,2.03,1.94,1.95,1.9,1.86,1.82
"Norway","Machinery and transport equipment",4.89,"..","..","..","..",4.97,"..",4.49,3.7,0.86,0.69,0.55,0.28,0.28,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"Norway","Other manufactured goods",7.73,"..","..","..","..",7.61,"..",7.19,6.71,5.62,5.28,4.22,3.97,3.81,3.17,1.4,1.31,1.2,1.2,1.16,1.16,1,1,1,1,0.93,0.93,0.93,0.93,0.95
"Oman","Manufactured goods, ores and metals","..","..","..","..",5.12,"..","..","..","..",4.9,"..","..","..",5,7.08,4.91,4.91,4.91,4.86,4.73,4.73,4.73,"..","..",4.64,4.64,4.64,4.72,4.72,4.73
"Oman","Ores and metals","..","..","..","..",5.02,"..","..","..","..",4.9,"..","..","..",4.92,5.43,4.8,4.8,4.8,4.8,4.77,4.76,4.77,"..","..",4.76,4.76,4.76,4.76,4.76,4.76
"Oman","Manufactured goods","..","..","..","..",5.13,"..","..","..","..",4.9,"..","..","..",5,7.18,4.92,4.92,4.92,4.87,4.73,4.73,4.72,"..","..",4.64,4.64,4.64,4.72,4.72,4.73
"Oman","Chemical products","..","..","..","..",5.06,"..","..","..","..",4.83,"..","..","..",4.99,5.6,4.82,4.82,4.82,4.59,4.44,4.45,4.44,"..","..",4.45,4.45,4.45,4.48,4.48,4.5
"Oman","Machinery and transport equipment","..","..","..","..",5,"..","..","..","..",4.83,"..","..","..",4.98,6.95,4.87,4.87,4.87,4.87,4.43,4.43,4.43,"..","..",4.22,4.22,4.22,4.22,4.22,4.24
"Oman","Other manufactured goods","..","..","..","..",5.21,"..","..","..","..",4.96,"..","..","..",5.02,7.9,4.98,4.98,4.98,4.98,4.97,4.97,4.97,"..","..",4.9,4.9,4.9,5.03,5.03,5.03
"Pakistan","Manufactured goods, ores and metals","..","..","..","..","..","..","..",52.3,"..","..",48.17,25.35,25.01,20.44,17.43,17.15,16.68,14.39,14.39,14.16,13.63,13.9,13.92,13.92,13.78,13.76,13.68,12.6,12.14,".."
"Pakistan","Ores and metals","..","..","..","..","..","..","..",37.96,"..","..",37.55,19.23,19.15,12.16,10.65,9.9,9.73,8.44,8.43,7.93,7,6.86,6.87,6.83,6.84,6.84,6.92,6.97,5.86,".."
"Pakistan","Manufactured goods","..","..","..","..","..","..","..",53.27,"..","..",48.89,25.75,25.39,20.98,17.89,17.64,17.15,14.79,14.8,14.58,14.07,14.36,14.39,14.39,14.24,14.22,14.13,12.97,12.56,".."
"Pakistan","Chemical products","..","..","..","..","..","..","..",45.05,"..","..",43.78,18.36,18.03,15.2,14.14,13.8,12.83,9.9,9.880000000000001,9.51,9.140000000000001,9.43,9.449999999999999,9.449999999999999,9.34,9.33,9.26,9.039999999999999,8.210000000000001,".."
"Pakistan","Machinery and transport equipment","..","..","..","..","..","..","..",45.63,"..","..",38.75,23.35,22.69,19.6,16.44,16.14,15.45,13.48,13.52,12.7,12.28,12.65,12.65,12.66,12.5,12.46,12.32,11.95,10.8,".."
"Pakistan","Other manufactured goods","..","..","..","..","..","..","..",59.58,"..","..",55,29.68,29.44,23.84,19.99,19.8,19.59,17.29,17.29,17.39,16.84,17.1,17.14,17.13,17.01,16.99,16.91,15.03,15.11,".."
"Palau","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",3.04,3.04,"..","..","..",3.96,3.85,3.83,"..","..",4,4.03,4.01
"Palau","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",2.99,2.99,"..","..","..",2.99,2.99,2.99,"..","..",2.99,2.99,2.99
"Palau","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",3.05,3.05,"..","..","..",4.02,3.91,3.89,"..","..",4.07,4.1,4.08
"Palau","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",3.16,3.16,"..","..","..",6.57,6.28,6.24,"..","..",7.06,7.15,7.1
"Palau","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",3.11,3.11,"..","..","..",4.05,3.85,3.77,"..","..",3.68,3.71,3.66
"Palau","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",2.97,2.97,"..","..","..",3,3,3,"..","..",3.01,3.02,3.01
"Panama","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..",10.94,7.64,7.43,7.13,6.81,7.24,6.44,6.29,6.21,6.21,6.13,6.1,6.02,5.89,5.82,5.77,5.6,"..",5.58,"..",".."
"Panama","Ores and metals","..","..","..","..","..","..","..","..","..",12.87,8.92,8.789999999999999,8.66,8.42,8.17,8.130000000000001,8.41,8.27,8.27,8.220000000000001,8.039999999999999,7.94,8,8,7.99,7.95,"..",7.99,"..",".."
"Panama","Manufactured goods","..","..","..","..","..","..","..","..","..",10.81,7.55,7.34,7.03,6.7,7.18,6.33,6.14,6.07,6.07,5.99,5.97,5.89,5.75,5.67,5.62,5.44,"..",5.42,"..",".."
"Panama","Chemical products","..","..","..","..","..","..","..","..","..",6.66,4.95,4.9,4.2,3.5,3.89,2.65,2.19,1.93,1.93,1.74,1.85,1.67,1.57,1.69,1.55,1.62,"..",1.55,"..",".."
"Panama","Machinery and transport equipment","..","..","..","..","..","..","..","..","..",9.460000000000001,6.94,6.85,6.84,6.83,7.04,6.9,6.81,6.76,6.76,6.69,6.57,6.53,6.51,6.1,6.1,5.47,"..",5.44,"..",".."
"Panama","Other manufactured goods","..","..","..","..","..","..","..","..","..",12.98,8.880000000000001,8.5,8.210000000000001,7.89,8.529999999999999,7.52,7.43,7.41,7.41,7.37,7.37,7.33,7.12,7.1,7.07,7,"..",6.99,"..",".."
"Papua New Guinea","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..",16.71,"..",16.63,4.87,4.87,4.89,4.11,4.11,4.11,3.26,3.09,3.01,3.05,2.97,"..",2.56,2.57,"..","..","..",".."
"Papua New Guinea","Ores and metals","..","..","..","..","..","..","..","..","..",13.31,"..",13.12,0.1,0.1,0,0,0,0,0,0.03,0.04,0.03,0.03,"..",0.02,0.02,"..","..","..",".."
"Papua New Guinea","Manufactured goods","..","..","..","..","..","..","..","..","..",16.93,"..",16.86,5.2,5.2,5.22,4.38,4.38,4.38,3.48,3.3,3.21,3.25,3.16,"..",2.73,2.74,"..","..","..",".."
"Papua New Guinea","Chemical products","..","..","..","..","..","..","..","..","..",9.880000000000001,"..",9.91,1.24,1.24,1.26,1.04,1.04,1.04,0.78,0.78,0.76,0.78,0.49,"..",0.65,0.65,"..","..","..",".."
"Papua New Guinea","Machinery and transport equipment","..","..","..","..","..","..","..","..","..",9.94,"..",9.69,0.34,0.34,0.34,0.28,0.28,0.28,0.21,0.21,0.22,0.22,0.22,"..",0.18,0.18,"..","..","..",".."
"Papua New Guinea","Other manufactured goods","..","..","..","..","..","..","..","..","..",22.68,"..",22.69,8.83,8.83,8.859999999999999,7.46,7.46,7.46,5.94,5.62,5.47,5.55,5.5,"..",4.69,4.7,"..","..","..",".."
"Paraguay","Manufactured goods, ores and metals","..","..","..",15.02,"..","..",7.65,11.1,11.19,11.37,11.46,13.36,13.45,13.13,12.85,12.89,12.11,10.9,10.14,10.64,10.55,10.55,10.53,10.6,10.6,10.36,10.28,10.28,10.28,10.1
"Paraguay","Ores and metals","..","..","..",5.62,"..","..",2.11,5.95,5.95,5.95,5.96,8.83,8.82,7.87,7.28,7.25,7.26,5.8,5.69,5.76,5.66,5.66,5.67,5.68,5.68,5.64,5.64,5.64,5.64,5.63
"Paraguay","Manufactured goods","..","..","..",15.66,"..","..",8.029999999999999,11.45,11.53,11.73,11.82,13.66,13.75,13.48,13.23,13.27,12.44,11.25,10.44,10.97,10.87,10.87,10.85,10.93,10.92,10.68,10.59,10.59,10.59,10.4
"Paraguay","Chemical products","..","..","..",5.54,"..","..",1.18,8.060000000000001,7.89,7.96,8,10.69,10.76,9.880000000000001,9.300000000000001,9.32,9.42,7.81,7.14,7.59,7.62,7.62,7.67,7.72,7.72,7.54,7.54,7.54,7.54,7.45
"Paraguay","Machinery and transport equipment","..","..","..",11.85,"..","..",7.08,6.64,6.14,7.13,7.61,8.060000000000001,8.67,9.84,9.789999999999999,9.810000000000001,6.42,5.87,5.15,5.52,5.32,5.33,4.91,5,5,4.71,4.54,4.54,4.54,4.43
"Paraguay","Other manufactured goods","..","..","..",21.15,"..","..",11.06,14.77,15.28,15.18,15.12,17.24,17.12,16.45,16.26,16.3,16.19,14.89,13.99,14.63,14.57,14.57,14.69,14.76,14.76,14.55,14.47,14.47,14.47,14.19
"Peru","Manufactured goods, ores and metals","..","..","..","..","..",17.92,"..",16.53,"..",13.22,13.19,13.2,13.2,11.56,10.16,9.65,10.16,9.619999999999999,9.65,9.65,5.42,5.42,5.39,3.74,"..",3.44,3.44,2.59,"..",2.61
"Peru","Ores and metals","..","..","..","..","..",15.38,"..",15,"..",12,12,12,12,9.039999999999999,8.800000000000001,8.77,8.800000000000001,8.76,8.49,8.49,4.26,4.26,4.12,1.67,"..",1.63,1.63,0.06,"..",0.06
"Peru","Manufactured goods","..","..","..","..","..",18.09,"..",16.63,"..",13.31,13.27,13.27,13.28,11.73,10.25,9.699999999999999,10.25,9.67,9.720000000000001,9.720000000000001,5.5,5.5,5.48,3.88,"..",3.56,3.56,2.76,"..",2.79
"Peru","Chemical products","..","..","..","..","..",15.62,"..",15,"..",12,12,12,12.01,6.71,6.73,6.73,6.73,6.66,6.66,6.66,2.8,2.8,2.78,1.86,"..",1.83,1.83,0.98,"..",0.98
"Peru","Machinery and transport equipment","..","..","..","..","..",16.04,"..",15.33,"..",12.26,12.25,12.26,12.26,11.95,7.69,6.14,7.69,6.08,6.12,6.12,1.56,1.56,1.55,1.06,"..",1.02,1.02,0.72,"..",0.73
"Peru","Other manufactured goods","..","..","..","..","..",19.95,"..",17.84,"..",14.27,14.21,14.21,14.21,13.59,12.73,12.4,12.73,12.4,12.47,12.47,8.279999999999999,8.279999999999999,8.26,5.91,"..",5.37,5.37,4.37,"..",4.41
"Philippines","Manufactured goods, ores and metals",27.64,27.65,19.17,"..",19.17,21.9,21.31,19.38,13.59,11.49,10.02,9.07,7.19,6.85,5.2,4.27,5.8,5.79,5.78,5.79,5.78,5.78,5.78,5.69,5.69,5.67,"..",5.66,5.66,5.65
"Philippines","Ores and metals",17.15,17.16,13.72,"..",13.72,11.39,11.27,12.84,5.87,5.45,3.88,3.77,3.31,3.31,2.71,2.67,2.53,2.53,2.53,2.53,2.54,2.54,2.52,2.5,2.5,2.51,"..",2.46,2.46,2.46
"Philippines","Manufactured goods",28.35,28.36,19.54,"..",19.54,22.61,21.99,19.83,14.1,11.89,10.42,9.41,7.45,7.08,5.37,4.38,6.03,6.01,6.01,6.02,6,6,5.99,5.9,5.9,5.89,"..",5.88,5.88,5.87
"Philippines","Chemical products",17.24,17.23,12.72,"..",12.7,12.81,12.74,12.63,6.64,5.71,4.66,4.54,3.89,3.97,3.3,3.22,3.58,3.58,3.58,3.57,3.6,3.59,3.59,3.52,3.52,3.52,"..",3.52,3.52,3.51
"Philippines","Machinery and transport equipment",23.74,23.77,15.12,"..",15.12,15.29,14.8,14.14,8.98,8.609999999999999,7.06,6.89,5.02,4.54,3.44,3.12,3.51,3.49,3.47,3.58,3.59,3.61,3.61,3.54,3.53,3.49,"..",3.5,3.49,3.47
"Philippines","Other manufactured goods",34.55,34.56,24.01,"..",24.01,29.44,28.56,24.98,19.22,15.72,14.12,12.41,9.890000000000001,9.4,7.01,5.37,8.060000000000001,8.039999999999999,8.039999999999999,8.02,8,8,7.99,7.88,7.88,7.9,"..",7.88,7.88,7.87
